#Period                           :500.223450
#Sampling Interval                :0.234000
#Total no. of lines is 3(including this line) and the numeric values at each line start from the 36th character
0.629214 0.200004
0.629682 0.200004
0.630150 0.200004
0.630618 0.200004
0.631086 0.200004
0.631554 0.200004
0.632023 0.200004
0.632491 0.200004
0.632959 0.200004
0.633427 0.200004
0.633895 0.200004
0.634363 0.200004
0.634831 0.200004
0.635300 0.200004
0.635768 0.200004
0.636236 0.200004
0.636704 0.200004
0.637172 0.200004
0.637640 0.200004
0.638109 0.200004
0.638577 0.200004
0.639045 0.200004
0.639513 0.200004
0.639981 0.200004
0.640449 0.200004
0.640918 0.200004
0.641386 0.200004
0.641854 0.200004
0.642322 0.200004
0.642790 0.200004
0.643258 0.200004
0.643727 0.200004
0.644195 0.200004
0.644663 0.200004
0.645131 0.200004
0.645599 0.200004
0.646067 0.200004
0.646536 0.200004
0.647004 0.200004
0.647472 0.200004
0.647940 0.200004
0.648408 0.200004
0.648876 0.200004
0.649345 0.200004
0.649813 0.200004
0.650281 0.200004
0.650749 0.200004
0.651217 0.200004
0.651685 0.200004
0.652154 0.200004
0.652622 0.200004
0.653090 0.200004
0.653558 0.200004
0.654026 0.200004
0.654494 0.200004
0.654963 0.200004
0.655431 0.200004
0.655899 0.200004
0.656367 0.200004
0.656835 0.200004
0.657303 0.200004
0.657772 0.200004
0.658240 0.200004
0.658708 0.200004
0.659176 0.200004
0.659644 0.200004
0.660112 0.200004
0.660581 0.200004
0.661049 0.200004
0.661517 0.200004
0.661985 0.200004
0.662453 0.200004
0.662921 0.200004
0.663390 0.200004
0.663858 0.200004
0.664326 0.200004
0.664794 0.200004
0.665262 0.200004
0.665730 0.200004
0.666198 0.200004
0.666667 0.200004
0.667135 0.200004
0.667603 0.200004
0.668071 0.200004
0.668539 0.200004
0.669007 0.200004
0.669476 0.200004
0.669944 0.200004
0.670412 0.200004
0.670880 0.200004
0.671348 0.200004
0.671816 0.200004
0.672285 0.200004
0.672753 0.200004
0.673221 0.200004
0.673689 0.200004
0.674157 0.200004
0.674625 0.200004
0.675094 0.200004
0.675562 0.200004
0.676030 0.200004
0.676498 0.200004
0.676966 0.200004
0.677434 0.200004
0.677903 0.200004
0.678371 0.200004
0.678839 0.200004
0.679307 0.200004
0.679775 0.200004
0.680243 0.200004
0.680712 0.200004
0.681180 0.200004
0.681648 0.200004
0.682116 0.200004
0.682584 0.200004
0.683052 0.200004
0.683521 0.200004
0.683989 0.200004
0.684457 0.200004
0.684925 0.200004
0.685393 0.200004
0.685861 0.200004
0.686330 0.200004
0.686798 0.200004
0.687266 0.200004
0.687734 0.200004
0.688202 0.200004
0.688670 0.200004
0.689139 0.200004
0.689607 0.200004
0.690075 0.200004
0.690543 0.200004
0.691011 0.200004
0.691479 0.200004
0.691948 0.200004
0.692416 0.200004
0.692884 0.200004
0.693352 0.200004
0.693820 0.200004
0.694288 0.200004
0.694757 0.200004
0.695225 0.200004
0.695693 0.200004
0.696161 0.200004
0.696629 0.200004
0.697097 0.200004
0.697566 0.200004
0.698034 0.200004
0.698502 0.200004
0.698970 0.200004
0.699438 0.200004
0.699906 0.200004
0.700375 0.200004
0.700843 0.200004
0.701311 0.200004
0.701779 0.200004
0.702247 0.200004
0.702715 0.200004
0.703184 0.200004
0.703652 0.200004
0.704120 0.200004
0.704588 0.200004
0.705056 0.200004
0.705524 0.200004
0.705993 0.200004
0.706461 0.200004
0.706929 0.200004
0.707397 0.200004
0.707865 0.200004
0.708333 0.200004
0.708802 0.200004
0.709270 0.200004
0.709738 0.200004
0.710206 0.200004
0.710674 0.200004
0.711142 0.200004
0.711610 0.200004
0.712079 0.200004
0.712547 0.200004
0.713015 0.200004
0.713483 0.200004
0.713951 0.200004
0.714419 0.200004
0.714888 0.200004
0.715356 0.200004
0.715824 0.200004
0.716292 0.200004
0.716760 0.200004
0.717228 0.200004
0.717697 0.200004
0.718165 0.200004
0.718633 0.200004
0.719101 0.200004
0.719569 0.200004
0.720037 0.200004
0.720506 0.200004
0.720974 0.200004
0.721442 0.200004
0.721910 0.200004
0.722378 0.200004
0.722846 0.200004
0.723315 0.200004
0.723783 0.200004
0.724251 0.200004
0.724719 0.200004
0.725187 0.200004
0.725655 0.200004
0.726124 0.200004
0.726592 0.200004
0.727060 0.200004
0.727528 0.200004
0.727996 0.200004
0.728464 0.200004
0.728933 0.200004
0.729401 0.200004
0.729869 0.200004
0.730337 0.200004
0.730805 0.200004
0.731273 0.200004
0.731742 0.200004
0.732210 0.200004
0.732678 0.200004
0.733146 0.200004
0.733614 0.200004
0.734082 0.200004
0.734551 0.200004
0.735019 0.200004
0.735487 0.200004
0.735955 0.200004
0.736423 0.200004
0.736891 0.200004
0.737360 0.200004
0.737828 0.200004
0.738296 0.200004
0.738764 0.200004
0.739232 0.200004
0.739700 0.200004
0.740169 0.200004
0.740637 0.200004
0.741105 0.200004
0.741573 0.200004
0.742041 0.200004
0.742509 0.200004
0.742977 0.200004
0.743446 0.200004
0.743914 0.200004
0.744382 0.200004
0.744850 0.200004
0.745318 0.200004
0.745786 0.200004
0.746255 0.200004
0.746723 0.200004
0.747191 0.200004
0.747659 0.200004
0.748127 0.200004
0.748595 0.200004
0.749064 0.200004
0.749532 0.200004
0.750000 0.200004
0.750468 0.200004
0.750936 0.200004
0.751405 0.200004
0.751873 0.200004
0.752341 0.200004
0.752809 0.200004
0.753277 0.200004
0.753745 0.200004
0.754214 0.200004
0.754682 0.200004
0.755150 0.200004
0.755618 0.200004
0.756086 0.200004
0.756554 0.200004
0.757023 0.200004
0.757491 0.200004
0.757959 0.200004
0.758427 0.200004
0.758895 0.200004
0.759363 0.200004
0.759831 0.200004
0.760300 0.200004
0.760768 0.200004
0.761236 0.200004
0.761704 0.200004
0.762172 0.200004
0.762640 0.200004
0.763109 0.200004
0.763577 0.200004
0.764045 0.200004
0.764513 0.200004
0.764981 0.200004
0.765449 0.200004
0.765918 0.200004
0.766386 0.200004
0.766854 0.200004
0.767322 0.200004
0.767790 0.200004
0.768258 0.200004
0.768727 0.200004
0.769195 0.200004
0.769663 0.200004
0.770131 0.200004
0.770599 0.200004
0.771067 0.200004
0.771536 0.200004
0.772004 0.200004
0.772472 0.200004
0.772940 0.200004
0.773408 0.200004
0.773876 0.200004
0.774345 0.200004
0.774813 0.200004
0.775281 0.200004
0.775749 0.200004
0.776217 0.200004
0.776685 0.200004
0.777154 0.200004
0.777622 0.200004
0.778090 0.200004
0.778558 0.200004
0.779026 0.200004
0.779494 0.200004
0.779963 0.200004
0.780431 0.200004
0.780899 0.200004
0.781367 0.200004
0.781835 0.200004
0.782303 0.200004
0.782772 0.200004
0.783240 0.200004
0.783708 0.200004
0.784176 0.200004
0.784644 0.200004
0.785112 0.200004
0.785581 0.200004
0.786049 0.200004
0.786517 0.200004
0.786985 0.200004
0.787453 0.200004
0.787921 0.200004
0.788390 0.200004
0.788858 0.200004
0.789326 0.200004
0.789794 0.200004
0.790262 0.200004
0.790730 0.200004
0.791198 0.200004
0.791667 0.200004
0.792135 0.200004
0.792603 0.200004
0.793071 0.200004
0.793539 0.200004
0.794007 0.200004
0.794476 0.200004
0.794944 0.200004
0.795412 0.200004
0.795880 0.200004
0.796348 0.200004
0.796816 0.200004
0.797285 0.200004
0.797753 0.200004
0.798221 0.200004
0.798689 0.200004
0.799157 0.200004
0.799625 0.200004
0.800094 0.200004
0.800562 0.200004
0.801030 0.200004
0.801498 0.200004
0.801966 0.200004
0.802434 0.200004
0.802903 0.200004
0.803371 0.200004
0.803839 0.200004
0.804307 0.200004
0.804775 0.200004
0.805243 0.200004
0.805712 0.200004
0.806180 0.200004
0.806648 0.200004
0.807116 0.200004
0.807584 0.200004
0.808052 0.200004
0.808521 0.200004
0.808989 0.200004
0.809457 0.200004
0.809925 0.200004
0.810393 0.200004
0.810861 0.200004
0.811330 0.200004
0.811798 0.200004
0.812266 0.200004
0.812734 0.200004
0.813202 0.200004
0.813670 0.200004
0.814139 0.200004
0.814607 0.200004
0.815075 0.200004
0.815543 0.200004
0.816011 0.200004
0.816479 0.200004
0.816948 0.200004
0.817416 0.200004
0.817884 0.200004
0.818352 0.200004
0.818820 0.200004
0.819288 0.200004
0.819757 0.200004
0.820225 0.200004
0.820693 0.200004
0.821161 0.200004
0.821629 0.200004
0.822097 0.200004
0.822566 0.200004
0.823034 0.200004
0.823502 0.200004
0.823970 0.200004
0.824438 0.200004
0.824906 0.200004
0.825375 0.200004
0.825843 0.200004
0.826311 0.200004
0.826779 0.200004
0.827247 0.200004
0.827715 0.200004
0.828184 0.200004
0.828652 0.200004
0.829120 0.200004
0.829588 0.200004
0.830056 0.200004
0.830524 0.200004
0.830993 0.200004
0.831461 0.200004
0.831929 0.200004
0.832397 0.200004
0.832865 0.200004
0.833333 0.200004
0.833802 0.200004
0.834270 0.200004
0.834738 0.200004
0.835206 0.200004
0.835674 0.200004
0.836142 0.200004
0.836610 0.200004
0.837079 0.200004
0.837547 0.200004
0.838015 0.200004
0.838483 0.200004
0.838951 0.200004
0.839419 0.200004
0.839888 0.200004
0.840356 0.200004
0.840824 0.200004
0.841292 0.200004
0.841760 0.200004
0.842228 0.200004
0.842697 0.200004
0.843165 0.200004
0.843633 0.200004
0.844101 0.200004
0.844569 0.200004
0.845037 0.200004
0.845506 0.200004
0.845974 0.200004
0.846442 0.200004
0.846910 0.200004
0.847378 0.200004
0.847846 0.200004
0.848315 0.200004
0.848783 0.200004
0.849251 0.200004
0.849719 0.200004
0.850187 0.200004
0.850655 0.200004
0.851124 0.200004
0.851592 0.200004
0.852060 0.200004
0.852528 0.200004
0.852996 0.200004
0.853464 0.200004
0.853933 0.200004
0.854401 0.200004
0.854869 0.200004
0.855337 0.200004
0.855805 0.200004
0.856273 0.200004
0.856742 0.200004
0.857210 0.200004
0.857678 0.200004
0.858146 0.200004
0.858614 0.200004
0.859082 0.200004
0.859551 0.200004
0.860019 0.200004
0.860487 0.200004
0.860955 0.200004
0.861423 0.200004
0.861891 0.200004
0.862360 0.200004
0.862828 0.200004
0.863296 0.200004
0.863764 0.200004
0.864232 0.200004
0.864700 0.200004
0.865169 0.200004
0.865637 0.200004
0.866105 0.200004
0.866573 0.200004
0.867041 0.200004
0.867509 0.200004
0.867977 0.200004
0.868446 0.200004
0.868914 0.200004
0.869382 0.200004
0.869850 0.200004
0.870318 0.200004
0.870786 0.200004
0.871255 0.200004
0.871723 0.200004
0.872191 0.200004
0.872659 0.200004
0.873127 0.200004
0.873595 0.200004
0.874064 0.200004
0.874532 0.200004
0.875000 0.200004
0.875468 0.200004
0.875936 0.200004
0.876405 0.200004
0.876873 0.200004
0.877341 0.200004
0.877809 0.200004
0.878277 0.200004
0.878745 0.200004
0.879214 0.200004
0.879682 0.200004
0.880150 0.200004
0.880618 0.200004
0.881086 0.200004
0.881554 0.200004
0.882023 0.200004
0.882491 0.200004
0.882959 0.200004
0.883427 0.200004
0.883895 0.200004
0.884363 0.200004
0.884831 0.200004
0.885300 0.200004
0.885768 0.200004
0.886236 0.200004
0.886704 0.200004
0.887172 0.200004
0.887640 0.200004
0.888109 0.200004
0.888577 0.200004
0.889045 0.200004
0.889513 0.200004
0.889981 0.200004
0.890449 0.200004
0.890918 0.200004
0.891386 0.200004
0.891854 0.200004
0.892322 0.200004
0.892790 0.200004
0.893258 0.200004
0.893727 0.200004
0.894195 0.200004
0.894663 0.200004
0.895131 0.200004
0.895599 0.200004
0.896067 0.200004
0.896536 0.200004
0.897004 0.200004
0.897472 0.200004
0.897940 0.200004
0.898408 0.200004
0.898876 0.200004
0.899345 0.200004
0.899813 0.200004
0.900281 0.200004
0.900749 0.200004
0.901217 0.200004
0.901685 0.200004
0.902154 0.200004
0.902622 0.200004
0.903090 0.200004
0.903558 0.200004
0.904026 0.200004
0.904494 0.200004
0.904963 0.200004
0.905431 0.200004
0.905899 0.200004
0.906367 0.200004
0.906835 0.200004
0.907303 0.200004
0.907772 0.200004
0.908240 0.200004
0.908708 0.200004
0.909176 0.200004
0.909644 0.200004
0.910112 0.200004
0.910581 0.200004
0.911049 0.200004
0.911517 0.200004
0.911985 0.200004
0.912453 0.200004
0.912921 0.200004
0.913390 0.200004
0.913858 0.200004
0.914326 0.200004
0.914794 0.200004
0.915262 0.200004
0.915730 0.200004
0.916198 0.200004
0.916667 0.200004
0.917135 0.200004
0.917603 0.200004
0.918071 0.200004
0.918539 0.200004
0.919007 0.200004
0.919476 0.200004
0.919944 0.200004
0.920412 0.200004
0.920880 0.200004
0.921348 0.200004
0.921816 0.200004
0.922285 0.200004
0.922753 0.200004
0.923221 0.200004
0.923689 0.200004
0.924157 0.200004
0.924625 0.200004
0.925094 0.200004
0.925562 0.200004
0.926030 0.200004
0.926498 0.200004
0.926966 0.200004
0.927434 0.200004
0.927903 0.200004
0.928371 0.200004
0.928839 0.200004
0.929307 0.200004
0.929775 0.200004
0.930243 0.200004
0.930712 0.200004
0.931180 0.200004
0.931648 0.200004
0.932116 0.200004
0.932584 0.200004
0.933052 0.200004
0.933521 0.200004
0.933989 0.200004
0.934457 0.200004
0.934925 0.200004
0.935393 0.200004
0.935861 0.200004
0.936330 0.200004
0.936798 0.200004
0.937266 0.200004
0.937734 0.200004
0.938202 0.200004
0.938670 0.200004
0.939139 0.200004
0.939607 0.200004
0.940075 0.200004
0.940543 0.200004
0.941011 0.200004
0.941479 0.200004
0.941948 0.200004
0.942416 0.200004
0.942884 0.200004
0.943352 0.200004
0.943820 0.200004
0.944288 0.200004
0.944757 0.200004
0.945225 0.200004
0.945693 0.200004
0.946161 0.200004
0.946629 0.200004
0.947097 0.200004
0.947566 0.200004
0.948034 0.200004
0.948502 0.200004
0.948970 0.200004
0.949438 0.200004
0.949906 0.200004
0.950375 0.200004
0.950843 0.200004
0.951311 0.200004
0.951779 0.200004
0.952247 0.200004
0.952715 0.200004
0.953184 0.200004
0.953652 0.200004
0.954120 0.200004
0.954588 0.200004
0.955056 0.200004
0.955524 0.200004
0.955993 0.200004
0.956461 0.200004
0.956929 0.200004
0.957397 0.200004
0.957865 0.200004
0.958333 0.200004
0.958802 0.200004
0.959270 0.200004
0.959738 0.200004
0.960206 0.200004
0.960674 0.200004
0.961142 0.200004
0.961610 0.200004
0.962079 0.200004
0.962547 0.200004
0.963015 0.200004
0.963483 0.200004
0.963951 0.200004
0.964419 0.200004
0.964888 0.200004
0.965356 0.200004
0.965824 0.200004
0.966292 0.200004
0.966760 0.200004
0.967228 0.200004
0.967697 0.200004
0.968165 0.200004
0.968633 0.200004
0.969101 0.200004
0.969569 0.200004
0.970037 0.200004
0.970506 0.200004
0.970974 0.200004
0.971442 0.200004
0.971910 0.200004
0.972378 0.200004
0.972846 0.200004
0.973315 0.200004
0.973783 0.200004
0.974251 0.200004
0.974719 0.200004
0.975187 0.200004
0.975655 0.200004
0.976124 0.200004
0.976592 0.200004
0.977060 0.200004
0.977528 0.200004
0.977996 0.200004
0.978464 0.200004
0.978933 0.200004
0.979401 0.200004
0.979869 0.200004
0.980337 0.200004
0.980805 0.200004
0.981273 0.200004
0.981742 0.200004
0.982210 0.200004
0.982678 0.200004
0.983146 0.200004
0.983614 0.200004
0.984082 0.200004
0.984551 0.200004
0.985019 0.200004
0.985487 0.200004
0.985955 0.200004
0.986423 0.200004
0.986891 0.200004
0.987360 0.200004
0.987828 0.200004
0.988296 0.200004
0.988764 0.200004
0.989232 0.200004
0.989700 0.200004
0.990169 0.200004
0.990637 0.200004
0.991105 0.200004
0.991573 0.200004
0.992041 0.200004
0.992509 0.200004
0.992977 0.200004
0.993446 0.200004
0.993914 0.200004
0.994382 0.200004
0.994850 0.200004
0.995318 0.200004
0.995786 0.200004
0.996255 0.200004
0.996723 0.200004
0.997191 0.200004
0.997659 0.200004
0.998127 0.200004
0.998595 0.200004
0.999064 0.200004
0.999532 0.200004
